GEMS Station Number,Historical GEMS Number,Local Station Number,Country Name,Water Type,Station Identifier,Station Narrative,Water Body Name,Main Basin,Upstream Basin Area,Elevation,Monitoring Type,Date Station Opened,Responsible Collection Agency,Latitude,Longitude,River Width,Discharge,Max. Depth,Lake Area,Lake Volume,Average Retention,Area of Aquifer,Depth of Impermeable Lining,Production Zone,Mean Abstraction Rate,Mean Abstraction Level
KEN00030,,1HB05,Kenya,River station,Awach Seme,,,NILE,,1212,IMPACT,NaT,,-0.09539,34.47478,,,,,,,,,,,
NLD00361,,NL38_OGOORLO740,Netherlands (the),River station,GOORLOOP  BOERDONKSE AA EN AA VAN HELMOND,,,RHINE-MEUSE,,12,TREND,NaT,European Environment Agency,51.5521,5.6151,,,,,,,,,,,
JPN00001,080001,,Japan,River station,Toyohira River - at Shiraikawa,"16 km downstream from Hoheikyo dam, 850 m downstream from gauging station",,ISHIKARI,621,149.5,IMPACT,1943-09-01,National Institute for Environmental Studies - Center for Global Environment Research,42.96333333,141.2727778,44,22,,,,,,,,,
KEN00029,,1HA9,Kenya,River station,Nyamasaria,,,NILE,,1144,IMPACT,NaT,,-0.136111,34.797222,,,,,,,,,,,
KEN00028,,1GD7,Kenya,River station,Nyando at waste Disch.,,,NILE,,1255,IMPACT,NaT,,-0.16596,35.16153,,,,,,,,,,,
KEN00027,,1GD3,Kenya,River station,Nyando at Ogilo,,,NILE,,1175,IMPACT,NaT,,-0.12571,35.00137,,,,,,,,,,,
NLD00067,,NL13_RO888,Netherlands (the),Lake station,RO888,,,,,,TREND,2009-01-01,,52.34452,4.56148,,,,2.2,,,,,,,
NLD00066,,NL13_RO886,Netherlands (the),Lake station,RO886,,,,,,TREND,2009-01-01,,52.13559,4.33526,,,,1.55,,,,,,,
NLD00065,,NL13_RO601,Netherlands (the),Lake station,RO601,,,,,,TREND,2009-01-01,,52.16081,4.4378,,,,0.57,,,,,,,
NLD00064,,NL13_RO467,Netherlands (the),Lake station,RO467,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.10446,4.46622,,,,0.62,,,,,,,
NLD00071,,NL13_ROP022A04,Netherlands (the),Lake station,ROP022A04,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.07301,4.49542,,,,0.53,,,,,,,
NLD00070,,NL13_ROP022A03,Netherlands (the),Lake station,ROP022A03,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.08325,4.50799,,,,1.11,,,,,,,
NLD00069,,NL13_ROP01803,Netherlands (the),Lake station,ROP01803,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.0531,4.75316,,,,1.75,,,,,,,
NLD00068,,NL13_ROP01101,Netherlands (the),Lake station,ROP01101,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.03646,4.66024,,,,0.12,,,,,,,
NLD00073,,NL13_ROP040A04,Netherlands (the),Lake station,ROP040A04,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.0647,4.67155,,,,1.84,,,,,,,
NLD00072,,NL13_ROP03706,Netherlands (the),Lake station,ROP03706,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.0983,4.43618,,,,0.43,,,,,,,
NLD00395,,NL39_00054,Netherlands (the),Lake station,VAART BLEISWIJK,,,RHINE-MEUSE,,-4,TREND,NaT,European Environment Agency,51.9848,4.4992,,,,,,,,,,,
NLD00273,,NL12_609001,Netherlands (the),Lake station,WATERDELEN POLDER DRIEBAN,,,,,-1,TREND,NaT,European Environment Agency,52.6729,5.2419,,,,,,,,,,,
NLD00396,,NL39_00067,Netherlands (the),Lake station,KRALINGSE PLAS,,,RHINE-MEUSE,,-3,TREND,NaT,European Environment Agency,51.9359,4.5153,,,,,,,,,,,
NLD00272,,NL12_5N9714,Netherlands (the),Lake station,WATERDELEN PURMER,,,,,-3,TREND,NaT,European Environment Agency,52.4679,5.002,,,,,,,,,,,
NLD00397,,NL39_00130,Netherlands (the),Lake station,LAGE BERGSE BOS,,,RHINE-MEUSE,,-3,TREND,NaT,European Environment Agency,51.9666,4.5148,,,,,,,,,,,
NLD00271,,NL12_570107,Netherlands (the),Lake station,WATERDELEN POLDER ZEEVANG,,,,,-2,TREND,NaT,European Environment Agency,52.5583,4.9935,,,,,,,,,,,
NLD00043,,NL05_32_302,Netherlands (the),River station,32_302,,,VECHT,,,TREND,2009-01-01,,52.35841,7.03989,,,,,,,,,,,
NLD00270,,NL12_540012,Netherlands (the),Lake station,WATERDELEN BEEMSTER,,,,,-4,TREND,NaT,European Environment Agency,52.5621,4.8914,,,,,,,,,,,
NLD00269,,NL12_540005,Netherlands (the),Lake station,WATERDELEN BEEMSTER,,,,,-4,TREND,NaT,European Environment Agency,52.5767,4.9448,,,,,,,,,,,
NLD00268,,NL12_531003,Netherlands (the),Lake station,WATERDELEN WIJDEWORMER,,,,,-5,TREND,NaT,European Environment Agency,52.4877,4.8607,,,,,,,,,,,
NLD00388,,NL38_OTRAVER830,Netherlands (the),Lake station,ZUID WILLEMSVAART TRAVERSE HELMOND,,,RHINE-MEUSE,,16,TREND,NaT,European Environment Agency,51.5125,5.6509,,,,,,,,,,,
KEN00046,,,Kenya,Lake station,Mbita East,,,NILE,,1134,IMPACT,NaT,,-0.414338,34.2123,,,,,,,,,,,
NLD00389,,NL38_OVOBRLO820,Netherlands (the),Lake station,VOORDELDONKSE BROEKLOOP,,,RHINE-MEUSE,,25,TREND,NaT,European Environment Agency,51.3918,5.7565,,,,,,,,,,,
KEN00045,,,Kenya,Lake station,Oluch,,,NILE,,1133,IMPACT,NaT,,-0.4638,34.498,,,,,,,,,,,
NLD00390,,NL38_OZUIDWV780,Netherlands (the),Lake station,ZUID WILLEMSVAART IN DEN BOSCH,,,RHINE-MEUSE,,5,TREND,NaT,European Environment Agency,51.6809,5.368,,,,,,,,,,,
KEN00044,,,Kenya,Lake station,Homa Bay,,,NILE,,1134,IMPACT,NaT,,-0.51548,34.45807,,,,,,,,,,,
NLD00391,,NL39_00024,Netherlands (the),Lake station,RINGVAART,,,RHINE-MEUSE,,0,TREND,NaT,European Environment Agency,51.9776,4.6523,,,,,,,,,,,
NLD00277,,NL12_670105,Netherlands (the),Lake station,WATERDELEN POLDER GROOTSLAG,,,,,-3,TREND,NaT,European Environment Agency,52.7393,5.1933,,,,,,,,,,,
NLD00392,,NL39_00030,Netherlands (the),Lake station,BERGSE PLASSEN,,,RHINE-MEUSE,,-4,TREND,NaT,European Environment Agency,51.9533,4.4984,,,,,,,,,,,
KEN00043,,KL3,Kenya,Lake station,KL3,,,NILE,,1134,IMPACT,NaT,,-0.25575,34.52093,,,,,,,,,,,
NLD00276,,NL12_618002,Netherlands (the),Lake station,WATERDELEN POLDER URSEM,,,,,-2,TREND,NaT,European Environment Agency,52.6201,4.922,,,,,,,,,,,
KEN00042,,KL2,Kenya,Lake station,KL2,,,NILE,,1134,IMPACT,NaT,,-0.2231,34.66278,,,,,,,,,,,
NLD00275,,NL12_613005,Netherlands (the),Lake station,WATERDELEN POLDER WESTERKOGGE,,,,,-1,TREND,NaT,European Environment Agency,52.6248,5.0146,,,,,,,,,,,
NLD00393,,NL39_00040,Netherlands (the),Lake station,ZEVENHUIZERPLAS,,,RHINE-MEUSE,,-4,TREND,NaT,European Environment Agency,51.9788,4.5624,,,,,,,,,,,
KEN00041,,1LB2,Kenya,River station,Amala River,,,NILE,,1854,IMPACT,NaT,,-0.8988,35.4374,,,,,,,,,,,
NLD00394,,NL39_00041,Netherlands (the),Lake station,HOGE BERGSE BOS,,,RHINE-MEUSE,,-5,TREND,NaT,European Environment Agency,51.9757,4.5302,,,,,,,,,,,
NLD00274,,NL12_611006,Netherlands (the),Lake station,WATERDELEN OOSTERPOLDER,,,,,1,TREND,NaT,European Environment Agency,52.6438,5.0805,,,,,,,,,,,
KEN00040,,1LA3,Kenya,River station,Nyongores,,,NILE,,1905,IMPACT,NaT,,-0.7899,35.34664,,,,,,,,,,,
KEN00039,,1KC4,Kenya,River station,Migori at Migori Town,,,NILE,,1372,IMPACT,NaT,,-1.0662,34.47095,,,,,,,,,,,
KEN00038,,1KB05,Kenya,River station,Gucha - Migori at Wathong'er,,,NILE,,1149,IMPACT,NaT,,-0.95012,34.20985,,,,,,,,,,,
KEN00037,,1JG05,Kenya,River station,Sondu at Sondu Shops,,,NILE,,1506,IMPACT,NaT,,-0.39506,35.01588,,,,,,,,,,,
NLD00034,,NL05_15_012,Netherlands (the),River station,15_012,,,VECHT,,,TREND,2009-01-01,,52.30705,6.7182,,,,,,,,,,,
CZE00012,,CZPLA_12,Czechia,River station,NEMCICE,,,ELBE,,,TREND,1967-01-12,,50.0949,15.80681,,,,,,,,,,,
NLD00038,,NL05_20_008,Netherlands (the),River station,20_008,,,VECHT,,,TREND,2009-01-01,,52.21923,6.58901,,,,,,,,,,,
CZE00015,,CZPLA_240,Czechia,River station,LYSÁ (MS),,,ELBE,,,TREND,1992-06-16,,50.18077,14.83531,,,,,,,,,,,
NLD00037,,NL05_16_003,Netherlands (the),River station,16_003,,,VECHT,,,TREND,2009-01-01,,52.31843,6.78968,,,,,,,,,,,
CZE00016,,CZPLA_312,Czechia,River station,DAŠICE,,,ELBE,,,TREND,2000-01-24,,50.03668,15.90668,,,,,,,,,,,
NLD00036,,NL05_16_001,Netherlands (the),River station,16_001,,,VECHT,,,TREND,2009-01-01,,52.33823,6.73477,,,,,,,,,,,
CZE00013,,CZPLA_2,Czechia,River station,DEBRNÉ,,,ELBE,,,TREND,1967-01-12,,50.49545,15.73345,,,,,,,,,,,
NLD00035,,NL05_15_099,Netherlands (the),River station,15_099,,,VECHT,,,TREND,2009-01-01,,52.33124,6.72909,,,,,,,,,,,
CZE00014,,CZPLA_200,Czechia,Lake station,PRED ÚSTÍM DO NÁDRŽE,,,ELBE,,,TREND,2006-01-01,,49.91011,15.22153,,,,0.88,,,,,,,
NLD00042,,NL05_30_001,Netherlands (the),River station,30_001,,,VECHT,,,TREND,2009-01-01,,52.42419,6.95853,,,,,,,,,,,
CZE00019,,CZPLA_58,Czechia,River station,NEMOŠICE,,,ELBE,,,TREND,1981-01-21,,50.01489,15.79626,,,,,,,,,,,
NLD00041,,NL05_20_235,Netherlands (the),River station,20_235,,,VECHT,,,TREND,2009-01-01,,52.2518,6.82918,,,,,,,,,,,
NLD00040,,NL05_20_037,Netherlands (the),River station,20_037,,,VECHT,,,TREND,2009-01-01,,52.21821,6.62646,,,,,,,,,,,
CZE00017,,CZPLA_45,Czechia,River station,LUKOVÁ,,,ELBE,,,TREND,1978-01-11,,50.19173,15.49524,,,,,,,,,,,
NLD00039,,NL05_20_010,Netherlands (the),River station,20_010,,,VECHT,,,TREND,2009-01-01,,52.2435,6.67653,,,,,,,,,,,
CZE00018,,CZPLA_5,Czechia,River station,JAROMER,,,ELBE,,,TREND,1967-01-12,,50.35607,15.93125,,,,,,,,,,,
NLD00384,,NL38_OPEELLO890,Netherlands (the),River station,PEELSE LOOP,,,RHINE-MEUSE,,12,TREND,NaT,European Environment Agency,51.5738,5.6589,,,,,,,,,,,
NLD00262,,NL12_4N0806,Netherlands (the),Lake station,WATERDELEN DUINGEBIED ZUID NHN,,,,,5,TREND,NaT,European Environment Agency,52.6748,4.6359,,,,,,,,,,,
NLD00385,,NL38_OSNELLO810,Netherlands (the),River station,ESPERLOOP EN SNELLE LOOP,,,RHINE-MEUSE,,12,TREND,NaT,European Environment Agency,51.5533,5.6596,,,,,,,,,,,
NLD00261,,NL12_4N0804,Netherlands (the),Lake station,WATERDELEN WESTERDUINEN  EN  PWN,,,,,3,TREND,NaT,European Environment Agency,52.5488,4.6191,,,,,,,,,,,
NLD00386,,NL38_OTEEFWE900,Netherlands (the),Lake station,HERTOGSWETERING  HOEFGRAAF E A,,,RHINE-MEUSE,,3,TREND,NaT,European Environment Agency,51.7971,5.5126,,,,,,,,,,,
NLD00260,,NL12_485101,Netherlands (the),Lake station,WATERDELEN DE SCHERMER NOORD,,,,,-4,TREND,NaT,European Environment Agency,52.6069,4.8832,,,,,,,,,,,
NLD00387,,NL38_OTOCHSL800,Netherlands (the),River station,TOCHTSLOOT,,,RHINE-MEUSE,,9,TREND,NaT,European Environment Agency,51.7438,5.7857,,,,,,,,,,,
NLD00259,,NL12_480110,Netherlands (the),Lake station,WATERRIJK EILANDSPOLDER,,,,,-2,TREND,NaT,European Environment Agency,52.5898,4.8869,,,,,,,,,,,
NLD00258,,NL12_475104,Netherlands (the),Lake station,WATERDELEN POLDER ASSENDELFT  NW,,,,,-2,TREND,NaT,European Environment Agency,52.486,4.7703,,,,,,,,,,,
NLD00378,,NL38_OLOONVA100,Netherlands (the),Lake station,NIEUWE LOONSE VAART,,,RHINE-MEUSE,,4,TREND,NaT,European Environment Agency,51.6709,5.1383,,,,,,,,,,,
KEN00056,,,Kenya,Lake station,Gucha R/M,,,NILE,,1134,IMPACT,NaT,,-0.91571,34.12747,,,,,,,,,,,
NLD00379,,NL38_OLORRGR700,Netherlands (the),Lake station,LORREGRAAF EN ANDERE M1 WATERLOPEN,,,RHINE-MEUSE,,1,TREND,NaT,European Environment Agency,51.7732,5.3988,,,,,,,,,,,
NLD00267,,NL12_531002,Netherlands (the),Lake station,WATERDELEN WIJDEWORMER,,,,,-5,TREND,NaT,European Environment Agency,52.5075,4.8876,,,,,,,,,,,
KEN00055,,,Kenya,Lake station,Nyamasaria R/M,,,NILE,,1136,IMPACT,NaT,,-0.1472,34.73843,,,,,,,,,,,
NLD00380,,NL38_OOEFFRA850,Netherlands (the),River station,OEFFELTSCHE RAAM EA,,,RHINE-MEUSE,,11,TREND,NaT,European Environment Agency,51.7044,5.9432,,,,,,,,,,,
NLD00266,,NL12_528011,Netherlands (the),Lake station,WATERRIJK WORMER  EN JISPERVELD,,,,,-2,TREND,NaT,European Environment Agency,52.5154,4.8638,,,,,,,,,,,
KEN00054,,,Kenya,Lake station,Nyando RM,,,NILE,,1134,IMPACT,NaT,,-0.27653,34.8433,,,,,,,,,,,
NLD00381,,NL38_OPEELKA100,Netherlands (the),Lake station,PEELKANAAL EN DEFENSIEKANAAL EA,,,RHINE-MEUSE,,25,TREND,NaT,European Environment Agency,51.5664,5.8386,,,,,,,,,,,
NLD00265,,NL12_519003,Netherlands (the),Lake station,WATERRIJK WATERLAND,,,,,-2,TREND,NaT,European Environment Agency,52.4796,4.9391,,,,,,,,,,,
KEN00053,,KL1,Kenya,Lake station,KL1,,,NILE,,1134,IMPACT,NaT,,-0.11928,34.72128,,,,,,,,,,,
NLD00382,,NL38_OPEELKA450,Netherlands (the),Lake station,PEELKANAAL EN DEFENSIEKANAAL EA,,,RHINE-MEUSE,,20,TREND,NaT,European Environment Agency,51.6127,5.768,,,,,,,,,,,
NLD00264,,NL12_517017,Netherlands (the),Lake station,WATERRIJK WATERLAND,,,,,0,TREND,NaT,European Environment Agency,52.4434,5.0482,,,,,,,,,,,
KEN00052,,KL4,Kenya,Lake station,KL4,,,NILE,,1134,IMPACT,NaT,,-0.38098,34.38002,,,,,,,,,,,
NLD00383,,NL38_OPEELKA650,Netherlands (the),Lake station,PEELKANAAL EN DEFENSIEKANAAL EA,,,RHINE-MEUSE,,16,TREND,NaT,European Environment Agency,51.6618,5.739,,,,,,,,,,,
NLD00263,,NL12_4N0807,Netherlands (the),Lake station,WATERDELEN POLDERS BERGERMEER,,,,,1,TREND,NaT,European Environment Agency,52.6483,4.734,,,,,,,,,,,
KEN00051,,KL5,Kenya,Lake station,KL5,,,NILE,,1134,IMPACT,NaT,,-0.35207,34.23885,,,,,,,,,,,
KEN00050,,,Kenya,Lake station,Awach Seme,,,NILE,,1134,IMPACT,NaT,,-0.18035,34.41877,,,,,,,,,,,
KEN00049,,,Kenya,Lake station,Yala R/M,,,NILE,,1134,IMPACT,NaT,,-0.06145,34.03603,,,,,,,,,,,
KEN00048,,,Kenya,Lake station,KISAT - R/MOUTH,,,NILE,,1138,IMPACT,NaT,,-0.08737,34.74858,,,,,,,,,,,
NLD00045,,NL05_36_001,Netherlands (the),River station,36_001,,,VECHT,,,TREND,2009-01-01,,52.435,6.97208,,,,,,,,,,,
KEN00047,,,Kenya,Lake station,Asembo Bay,,,NILE,,1134,IMPACT,NaT,,-0.20491,34.396,,,,,,,,,,,
NLD00044,,NL05_34_033,Netherlands (the),River station,34_033,,,VECHT,,,TREND,2009-01-01,,52.43414,6.94787,,,,,,,,,,,
NLD00049,,NL05_40_219,Netherlands (the),River station,40_219,,,VECHT,,,TREND,2009-01-01,,52.27117,7.02917,,,,,,,,,,,
NLD00048,,NL05_40_019,Netherlands (the),River station,40_019,,,VECHT,,,TREND,2009-01-01,,52.24028,6.992,,,,,,,,,,,
NLD00047,,NL05_40_004,Netherlands (the),River station,40_004,,,VECHT,,,TREND,2009-01-01,,52.2356,7.00394,,,,,,,,,,,
NLD00046,,NL05_37_300,Netherlands (the),River station,37_300,,,VECHT,,,TREND,2009-01-01,,52.39463,6.96401,,,,,,,,,,,
NLD00053,,NL13_RO092A,Netherlands (the),Lake station,RO092A,,,,,,TREND,2009-01-01,,52.1281,4.57474,,,,4.95,,,,,,,
NLD00052,,NL13_RO058,Netherlands (the),Lake station,RO058,,,,,,TREND,2009-01-01,,52.20898,4.53785,,,,4.19,,,,,,,
NLD00051,,NL13_RO012,Netherlands (the),Lake station,RO012,,,,,,TREND,2009-01-01,,52.37014,4.67176,,,,4.1,,,,,,,
NLD00050,,NL05_41_001,Netherlands (the),River station,41_001,,,VECHT,,,TREND,2009-01-01,,52.24409,7.0385,,,,,,,,,,,
NLD00023,,NL05_02_202,Netherlands (the),River station,02_202,,,VECHT,,,TREND,2009-01-01,,52.33596,6.49326,,,,,,,,,,,
NLD00022,,NL05_02_027,Netherlands (the),River station,02_027,,,VECHT,,,TREND,2009-01-01,,52.31423,6.56345,,,,,,,,,,,
NLD00143,,NL93_VURN,Netherlands (the),River station,VURN,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.81549,5.04031,,,,,,,,,,,
NLD00021,,NL05_02_004,Netherlands (the),River station,02_004,,,VECHT,,,TREND,2009-01-01,,52.4132,6.48585,,,,,,,,,,,
NLD00142,,NL93_LOBPTN,Netherlands (the),River station,LOBPTN,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.85421,6.09118,,,,,,,,,,,
NLD00016,,NL04_LVE85,Netherlands (the),River station,LVE85,,,VECHT,,,TREND,2009-01-01,,52.51818,6.21283,,,,,,,,,,,
NLD00137,,NL92_VROUWZD,Netherlands (the),Lake station,VROUWZD,,,,,,TREND,2009-01-01,,52.81035,5.39314,,,,1148.95,,,,,,,
NLD00136,,NL92_VELWMMDN,Netherlands (the),Lake station,VELWMMDN,,,,,,TREND,2009-01-01,,52.40065,5.67784,,,,64.88,,,,,,,
NLD00135,,NL92_RAMSDP,Netherlands (the),Lake station,RAMSDP,,,VECHT,,,TREND,2009-01-01,,52.63006,5.93171,,,,21.19,,,,,,,
NLD00134,,NL92_MARKMMDN,Netherlands (the),Lake station,MARKMMDN,,,,,,TREND,2009-01-01,,52.52669,5.21937,,,,699.44,,,,,,,
NLD00020,,NL05_01_300,Netherlands (the),River station,01_300,,,VECHT,,,TREND,2009-01-01,,52.51097,6.39154,,,,,,,,,,,
NLD00141,,NL93_KAMPN,Netherlands (the),River station,KAMPN,,,VECHT,,,TREND,2009-01-01,,52.55382,5.92391,,,,,,,,,,,
NLD00019,,NL05_01_004,Netherlands (the),River station,01_004,,,VECHT,,,TREND,2009-01-01,,52.46882,6.45168,,,,,,,,,,,
NLD00140,,NL93_HAGSN,Netherlands (the),River station,HAGSN,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.99113,5.13655,,,,,,,,,,,
NLD00018,,NL05_01_003,Netherlands (the),River station,01_003,,,VECHT,,,TREND,2009-01-01,,52.47285,6.47234,,,,,,,,,,,
NLD00139,,NL93_GENMDN,Netherlands (the),River station,GENMDN,,,VECHT,,,TREND,2009-01-01,,52.62972,6.03856,,,,,,,,,,,
NLD00138,,NL93_EEFDBVN,Netherlands (the),Lake station,EEFDBVN,,,VECHT,,,TREND,2009-01-01,,52.16043,6.23773,,,,4.15,,,,,,,
NLD00017,,NL04_SNZ60,Netherlands (the),Lake station,SNZ60,,,VECHT,,,TREND,2009-01-01,,52.40516,6.38237,,,,0.01,,,,,,,
NLD00033,,NL05_14_002,Netherlands (the),River station,14_002,,,VECHT,,,TREND,2009-01-01,,52.34403,6.75176,,,,,,,,,,,
NLD00032,,NL05_10_023,Netherlands (the),River station,10_023,,,VECHT,,,TREND,2009-01-01,,52.31976,6.57945,,,,,,,,,,,
RWA00010,,Gicu1,Rwanda,River station,Gicumbi,,,NILE,,1453,IMPACT,NaT,,-1.802063,30.177454,,,,,,,,,,,
RWA00009,,Gas2,Rwanda,River station,Gasabo2,,,NILE,,1408,IMPACT,NaT,,-1.942272,30.034111,,,,,,,,,,,
RWA00008,,Gas1,Rwanda,River station,Gasabo1,,,NILE,,1528,IMPACT,NaT,,-1.792106,30.154362,,,,,,,,,,,
RWA00007,,Gak2,Rwanda,River station,Gakenke2,,,NILE,,1480,IMPACT,NaT,,-1.735729,29.695662,,,,,,,,,,,
RWA00006,,Gak1,Rwanda,River station,Gakenke1,,,NILE,,1434,IMPACT,NaT,,-1.732934,29.654602,,,,,,,,,,,
RWA00005,,Buge5,Rwanda,Lake station,Bugesera5,,,NILE,,1363,IMPACT,NaT,,-2.345766,30.03082,,,,,,,,,,,
RWA00004,,Buge4,Rwanda,Lake station,Bugesera4,,,NILE,,1325,IMPACT,NaT,,-2.343389,30.301765,,,,,,,,,,,
RWA00003,,Buge3,Rwanda,River station,Bugesera3,,,NILE,,1343,IMPACT,NaT,,-2.062439,30.087294,,,,,,,,,,,
RWA00002,,Buge2,Rwanda,River station,Bugesera2,,,NILE,,1347,IMPACT,NaT,,-2.074557,30.017881,,,,,,,,,,,
RWA00001,,Buge1,Rwanda,River station,Bugesera1,,,NILE,,1347,IMPACT,NaT,,-2.074557,30.017881,,,,,,,,,,,
NLD00144,,NL93_WIENE,Netherlands (the),Lake station,WIENE,,,VECHT,,,TREND,2009-01-01,,52.23708,6.64185,,,,4.15,,,,,,,
NLD00027,,NL05_06_006,Netherlands (the),River station,06_006,,,VECHT,,,TREND,2009-01-01,,52.43931,6.70657,,,,,,,,,,,
NLD00148,,NL94_KEIZVR,Netherlands (the),River station,KEIZVR,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.72019,4.89444,,,,,,,,,,,
NLD00026,,NL05_06_005,Netherlands (the),River station,06_005,,,VECHT,,,TREND,2009-01-01,,52.43587,6.70935,,,,,,,,,,,
NLD00147,,NL94_GOUDVHVN,Netherlands (the),River station,GOUDVHVN,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.99672,4.69118,,,,,,,,,,,
NLD00025,,NL05_06_003,Netherlands (the),River station,06_003,,,VECHT,,,TREND,2009-01-01,,52.43322,6.71583,,,,,,,,,,,
NLD00146,,NL94_BRAKL,Netherlands (the),River station,BRAKL,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.79409,5.05308,,,,,,,,,,,
NLD00024,,NL05_03_001,Netherlands (the),River station,03_001,,,VECHT,,,TREND,2009-01-01,,52.30677,6.58573,,,,,,,,,,,
NLD00145,,NL94_BOVSS,Netherlands (the),River station,BOVSS,,,,,,TREND,2009-01-01,,51.69246,4.49338,,,,,,,,,,,
NLD00031,,NL05_09_002,Netherlands (the),River station,09_002,,,VECHT,,,TREND,2009-01-01,,52.37604,6.71269,,,,,,,,,,,
NLD00030,,NL05_08_005,Netherlands (the),Lake station,08_005,,,VECHT,,,TREND,2009-01-01,,52.42469,6.60005,,,,0.01,,,,,,,
NLD00029,,NL05_08_001,Netherlands (the),Lake station,08_001,,,VECHT,,,TREND,2009-01-01,,52.43754,6.56736,,,,0.11,,,,,,,
NLD00028,,NL05_07_001,Netherlands (the),River station,07_001,,,VECHT,,,TREND,2009-01-01,,52.46692,6.4577,,,,,,,,,,,
NLD00149,,NL94_PUTTHK,Netherlands (the),River station,PUTTHK,,,RHINE-MEUSE,,,TREND,2009-01-01,,51.81165,4.56599,,,,,,,,,,,
NLD00123,,NL89_SASVGT,Netherlands (the),Lake station,SASVGT,,,,,,TREND,2009-01-01,,51.21029,3.80222,,,,3.94,,,,,,,
NLD00122,,NL89_OESTDM,Netherlands (the),Lake station,OESTDM,,,,,,TREND,2009-01-01,,51.47393,4.22706,,,,16.63,,,,,,,
NLD00121,,NL89_DREISR,Netherlands (the),Lake station,DREISR,,,,,,TREND,2009-01-01,,51.71462,3.99933,,,,139.31,,,,,,,
NLD00120,,NL87_IJMDN1,Netherlands (the),Lake station,IJMDN1,,,,,,TREND,2009-01-01,,52.46601,4.62201,,,,21.83,,,,,,,
RWA00020,,Nyag3,Rwanda,River station,Nyagatare3,,,NILE,,1276,IMPACT,NaT,,-1.062417,30.466984,,,,,,,,,,,
RWA00019,,Nyag2,Rwanda,River station,Nyagatare2,,,NILE,,1278,IMPACT,NaT,,-1.056124,30.471406,,,,,,,,,,,
RWA00018,,Nyag1,Rwanda,River station,Nyagatare1,,,NILE,,1350,IMPACT,NaT,,-1.300853,30.318563,,,,,,,,,,,
RWA00017,,Nyab,Rwanda,River station,Nyabihu,,,NILE,,2321,IMPACT,NaT,,-1.619115,29.504706,,,,,,,,,,,
RWA00016,,Mus4,Rwanda,River station,Musanze4,,,NILE,,1784,IMPACT,NaT,,-1.525919,29.704415,,,,,,,,,,,
RWA00015,,Mus3,Rwanda,River station,Musanze3,,,NILE,,1649,IMPACT,NaT,,-1.543123,29.645334,,,,,,,,,,,
RWA00014,,Mus2,Rwanda,River station,Musanze2,,,NILE,,1652,IMPACT,NaT,,-1.535823,29.64566,,,,,,,,,,,
RWA00013,,Muh1,Rwanda,River station,Muhanga1,,,NILE,,1421,IMPACT,NaT,,-1.738298,29.659662,,,,,,,,,,,
RWA00012,,Kir,Rwanda,River station,Kirehe,,,NILE,,1358,IMPACT,NaT,,-2.382871,30.78326,,,,,,,,,,,
RWA00011,,Kay,Rwanda,Lake station,Kayonza,,,NILE,,1459,IMPACT,NaT,,-1.826181,30.455913,,,,,,,,,,,
NLD00115,,NL36_OWM_017M,Netherlands (the),Lake station,OWM_017M,,,VECHT,,,TREND,2009-01-01,,52.61802,6.48154,,,,0.02,,,,,,,
NLD00114,,NL36_OWM_016M,Netherlands (the),Lake station,OWM_016M,,,VECHT,,,TREND,2009-01-01,,52.57436,6.60836,,,,0.01,,,,,,,
NLD00119,,NL87_AMSDM,Netherlands (the),Lake station,AMSDM,,,,,,TREND,2009-01-01,,52.37953,4.90889,,,,21.83,,,,,,,
NLD00118,,NL86_NIEUWSS,Netherlands (the),Lake station,NIEUWSS,,,,,,TREND,2009-01-01,,52.20443,5.00143,,,,6.65,,,,,,,
NLD00117,,NL86_NIEUWGN,Netherlands (the),Lake station,NIEUWGN,,,RHINE-MEUSE,,,TREND,2009-01-01,,52.02273,5.11301,,,,6.65,,,,,,,
NLD00116,,NL36_OWM_018M,Netherlands (the),Lake station,OWM_018M,,,VECHT,,,TREND,2009-01-01,,52.66394,6.64559,,,,0.01,,,,,,,
NLD00133,,NL92_KETMWT,Netherlands (the),Lake station,KETMWT,,,VECHT,,,TREND,2009-01-01,,52.60919,5.65419,,,,42.36,,,,,,,
NLD00132,,NL92_EEMMDK23,Netherlands (the),Lake station,EEMMDK23,,,,,,TREND,2009-01-01,,52.27875,5.35511,,,,42.92,,,,,,,
NLD00131,,NL92_ANDK,Netherlands (the),Lake station,ANDK,,,,,,TREND,2009-01-01,,52.75052,5.26502,,,,1148.95,,,,,,,
KEN00016,,1EF2,Kenya,River station,Nzoia at Rwamba,,,NILE,,1146,IMPACT,NaT,,0.12128,34.091,,,,,,,,,,,
