CZE00012;2019-09-16;12:00;0.3;SMX;0;;0.083;µg/l;Fair
CZE00012;2020-11-30;12:00;0.3;TMP;0;;0.01;µg/l;Fair
CZE00012;2020-06-15;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2020-06-15;12:00;0.3;SMX;0;;0.02;µg/l;Fair
CZE00012;2020-08-31;12:00;0.3;SMX;0;;0.028;µg/l;Fair
CZE00012;2020-12-14;12:00;0.3;TMP;0;;0.018;µg/l;Fair
CZE00012;2021-04-27;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2019-12-09;12:00;0.3;TMP;0;;0.014;µg/l;Fair
CZE00012;2019-02-04;12:00;0.3;SMX;0;;0.047;µg/l;Fair
CZE00012;2021-03-29;12:00;0.3;TMP;0;;0.01;µg/l;Fair
CZE00012;2021-06-29;12:00;0.3;TMP;0;;0.01;µg/l;Fair
CZE00012;2021-11-02;12:00;0.3;TEBUCONAZOLE;0;;0.02;µg/l;Fair
CZE00012;2021-09-21;12:00;0.3;SMX;0;;0.053;µg/l;Fair
CZE00012;2021-09-21;12:00;0.3;TEBUCONAZOLE;0;;0.02;µg/l;Fair
CZE00012;2021-10-04;12:00;0.3;TEBUCONAZOLE;0;;0.02;µg/l;Fair
CZE00012;2019-01-21;12:00;0.3;SMX;0;;0.024;µg/l;Fair
CZE00012;2020-03-09;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2020-01-14;12:00;0.3;TEBUCONAZOLE;0;;0.02;µg/l;Fair
CZE00012;2019-11-18;12:00;0.3;TEBUCONAZOLE;0;;0.02;µg/l;Fair
CZE00012;2021-01-18;12:00;0.3;THIACLOPRID;0;;0.008;µg/l;Fair
CZE00012;2020-11-30;12:00;0.3;THIACLOPRID;0;;0.008;µg/l;Fair
CZE00012;2020-04-20;12:00;0.3;THIACLOPRID;0;;0.008;µg/l;Fair
CZE00012;2020-06-15;12:00;0.3;THIACLOPRID;0;;0.008;µg/l;Fair
CZE00012;2020-08-31;12:00;0.3;THIACLOPRID;0;;0.008;µg/l;Fair
CZE00012;2019-08-20;12:00;0.3;TEBUCONAZOLE;0;;0.02;µg/l;Fair
CZE00012;2019-10-21;12:00;0.3;TEBUCONAZOLE;0;;0.02;µg/l;Fair
CZE00012;2019-12-09;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2019-06-25;12:00;0.3;TEBUCONAZOLE;0;;0.02;µg/l;Fair
CZE00012;2019-04-15;12:00;0.3;TEBUCONAZOLE;0;;0.02;µg/l;Fair
CZE00012;2019-01-21;12:00;0.3;TEBUCONAZOLE;0;;0.02;µg/l;Fair
CZE00012;2019-03-19;12:00;0.3;TEBUCONAZOLE;0;;0.02;µg/l;Fair
CZE00012;2019-06-25;12:00;0.3;DICLOFENAC;0;;0.04;µg/l;Fair
CZE00012;2019-04-15;12:00;0.3;DICLOFENAC;0;;0.033;µg/l;Fair
CZE00012;2019-03-19;12:00;0.3;DICLOFENAC;0;;0.022;µg/l;Fair
CZE00012;2016-07-11;12:00;0.3;DICLOFENAC;0;;0.03;µg/l;Fair
CZE00012;2015-07-13;12:00;0.3;DICLOFENAC;0;;0.041;µg/l;Fair
CZE00012;2014-11-10;12:00;0.3;DICLOFENAC;0;;0.046;µg/l;Fair
CZE00012;2014-09-01;12:00;0.3;DICLOFENAC;0;;0.157;µg/l;Fair
CZE00012;2012-03-05;12:00;0.3;DICLOFENAC;0;;0.02;µg/l;Fair
CZE00012;2013-04-08;12:00;0.3;DICLOFENAC;0;;0.024;µg/l;Fair
CZE00012;2013-08-05;12:00;0.3;DICLOFENAC;0;;0.033;µg/l;Fair
CZE00012;2013-12-02;12:00;0.3;DICLOFENAC;0;;0.022;µg/l;Fair
CZE00012;2014-02-03;12:00;0.3;DICLOFENAC;0;;0.079;µg/l;Fair
CZE00012;2014-04-01;12:00;0.3;DICLOFENAC;0;;0.056;µg/l;Fair
CZE00012;2015-02-02;12:00;0.3;DICLOFENAC;0;;0.02;µg/l;Fair
CZE00012;2015-06-01;12:00;0.3;DICLOFENAC;0;;0.029;µg/l;Fair
CZE00012;2015-12-01;12:00;0.3;DICLOFENAC;0;;0.05;µg/l;Fair
CZE00012;2018-02-05;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2018-08-06;12:00;0.3;THIACLOPRID;0;;0.008;µg/l;Fair
CZE00012;2018-06-04;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2018-06-04;12:00;0.3;DICLOFENAC;0;;0.042;µg/l;Fair
CZE00012;2018-05-14;12:00;0.3;THIACLOPRID;0;;0.011;µg/l;Fair
CZE00012;2018-10-08;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2018-08-06;12:00;0.3;DICLOFENAC;0;;0.038;µg/l;Fair
CZE00012;2018-04-03;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2018-04-03;12:00;0.3;THIACLOPRID;0;;0.008;µg/l;Fair
CZE00012;2018-09-03;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2018-11-12;12:00;0.3;THIACLOPRID;0;;0.008;µg/l;Fair
CZE00012;2018-11-12;12:00;0.3;DICLOFENAC;0;;0.086;µg/l;Fair
CZE00012;2018-03-05;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2019-01-21;12:00;0.3;DICLOFENAC;0;;0.051;µg/l;Fair
CZE00012;2019-04-15;12:00;0.3;TMP;0;;0.01;µg/l;Fair
CZE00012;2019-05-27;12:00;0.3;TMP;0;;0.01;µg/l;Fair
CZE00012;2019-11-18;12:00;0.3;SMX;0;;0.037;µg/l;Fair
CZE00012;2019-09-16;12:00;0.3;TMP;0;;0.012;µg/l;Fair
CZE00012;2021-05-25;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2020-09-14;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2020-05-25;12:00;0.3;SMX;0;;0.024;µg/l;Fair
CZE00012;2020-04-20;12:00;0.3;TMP;0;;0.01;µg/l;Fair
CZE00012;2020-06-15;12:00;0.3;TMP;0;;0.01;µg/l;Fair
CZE00012;2020-08-31;12:00;0.3;TMP;0;;0.01;µg/l;Fair
CZE00012;2020-08-31;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2020-10-19;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2020-12-14;12:00;0.3;SMX;0;;0.058;µg/l;Fair
CZE00012;2021-02-23;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2015-05-04;12:00;0.3;DICLOFENAC;0;;0.043;µg/l;Fair
CZE00012;2014-07-01;12:00;0.3;DICLOFENAC;0;;0.052;µg/l;Fair
CZE00012;2013-11-04;12:00;0.3;DICLOFENAC;0;;0.123;µg/l;Fair
CZE00012;2012-06-04;12:00;0.3;DICLOFENAC;0;;0.103;µg/l;Fair
CZE00012;2012-12-03;12:00;0.3;DICLOFENAC;0;;0.095;µg/l;Fair
CZE00012;2013-02-11;12:00;0.3;DICLOFENAC;0;;0.027;µg/l;Fair
CZE00012;2014-06-02;12:00;0.3;DICLOFENAC;0;;0.02;µg/l;Fair
CZE00012;2016-04-11;12:00;0.3;DICLOFENAC;0;;0.04;µg/l;Fair
CZE00012;2019-06-25;12:00;0.3;TMX;0;;0.008;µg/l;Fair
CZE00012;2019-04-15;12:00;0.3;THIACLOPRID;0;;0.008;µg/l;Fair
CZE00012;2019-05-27;12:00;0.3;THIACLOPRID;0;;0.008;µg/l;Fair
